방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,브랜드,중분류,소분류,방송날짜,방송월,방송일,방송요일,방송시간,평일/주말,공휴일,계절,방송회차,무이자/일시불,프라임시간,평균기온(°C),강수량(mm),풍속(m/s),습도(%),전운량(10분위),체감온도,비옴,뉴스건수,취급액
2020-06-01 11:40:00,20.0,100012,200016,AAC 삼채포기김치 10kg,농수축,40900,기타_농수축브랜드,가공식품,김치/반찬,2020-06-01,6,1,0,11:40:00,0,0,여름,2,,1.0,22.25,0.0,3.5,55.0,0.5,23.1,0,2109.0,3518043.8536012257
2020-06-01 12:00:00,20.0,100012,200016,AAC 삼채포기김치 10kg,농수축,40900,기타_농수축브랜드,가공식품,김치/반찬,2020-06-01,6,1,0,12:00:00,0,0,여름,3,,1.0,23.15,0.0,4.4,49.0,1.5,24.1,0,2109.0,4353726.34126192
2020-06-01 12:20:00,20.0,100080,200217,아키 라이크라 릴렉스 보정브라 패키지(뉴아키28차),속옷,99900,아키,여성속옷,브래지어,2020-06-01,6,1,0,12:20:00,0,0,여름,1,,0.0,23.15,0.0,4.4,49.0,1.5,24.1,0,20.0,9449483.980617523
2020-06-01 12:40:00,20.0,100080,200217,아키 라이크라 릴렉스 보정브라 패키지(뉴아키28차),속옷,99900,아키,여성속옷,브래지어,2020-06-01,6,1,0,12:40:00,0,0,여름,2,,0.0,23.15,0.0,4.4,49.0,1.5,24.1,0,20.0,8404925.41597689
2020-06-01 13:00:00,20.0,100080,200217,아키 라이크라 릴렉스 보정브라 패키지(뉴아키28차),속옷,99900,아키,여성속옷,브래지어,2020-06-01,6,1,0,13:00:00,0,0,여름,3,,0.0,22.95000000000001,0.0,4.699999999999998,43.5,0.5,23.8,0,20.0,11723729.41382169
2020-06-01 13:20:00,20.0,100570,201673,KT휴대폰_삼성갤럭시 노트10,무형,0,,,,2020-06-01,6,1,0,13:20:00,0,0,여름,1,,0.0,22.95000000000001,0.0,4.699999999999998,43.5,0.5,23.8,0,,
2020-06-01 13:20:00,20.0,100570,201671,(특)KT휴대폰_삼성갤럭시 A31,무형,0,,,,2020-06-01,6,1,0,13:20:00,0,0,여름,1,,0.0,22.95000000000001,0.0,4.699999999999998,43.5,0.5,23.8,0,,
2020-06-01 13:40:00,20.0,100570,201673,KT휴대폰_삼성갤럭시 노트10,무형,0,,,,2020-06-01,6,1,0,13:40:00,0,0,여름,2,,0.0,22.95000000000001,0.0,4.699999999999998,43.5,0.5,23.8,0,,
2020-06-01 13:40:00,20.0,100570,201671,(특)KT휴대폰_삼성갤럭시 A31,무형,0,,,,2020-06-01,6,1,0,13:40:00,0,0,여름,2,,0.0,22.95000000000001,0.0,4.699999999999998,43.5,0.5,23.8,0,,
2020-06-01 14:00:00,20.0,100570,201673,KT휴대폰_삼성갤럭시 노트10,무형,0,,,,2020-06-01,6,1,0,14:00:00,0,0,여름,3,,0.0,23.6,0.0,4.75,43.0,2.0,24.6,0,,
2020-06-01 14:00:00,20.0,100570,201671,(특)KT휴대폰_삼성갤럭시 A31,무형,0,,,,2020-06-01,6,1,0,14:00:00,0,0,여름,3,,0.0,23.6,0.0,4.75,43.0,2.0,24.6,0,,
2020-06-01 14:20:00,60.0,100554,201641,DB손해보험 참좋은운전자보험(1912),무형,0,,,,2020-06-01,6,1,0,14:20:00,0,0,여름,1,,0.0,23.6,0.0,4.75,43.0,2.0,24.6,0,,
2020-06-01 15:20:00,20.0,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용,39900,에이유플러스,화장품/향수,선케어,2020-06-01,6,1,0,15:20:00,0,0,여름,1,,0.0,23.45000000000001,0.0,5.4,42.5,2.5,24.4,0,30.0,743673.12930451
2020-06-01 15:40:00,20.0,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용,39900,에이유플러스,화장품/향수,선케어,2020-06-01,6,1,0,15:40:00,0,0,여름,2,,0.0,23.45000000000001,0.0,5.4,42.5,2.5,24.4,0,30.0,2128303.5734638814
2020-06-01 16:00:00,20.0,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용,39900,에이유플러스,화장품/향수,선케어,2020-06-01,6,1,0,16:00:00,0,0,여름,3,,0.0,23.65,0.0,4.1,41.0,4.0,24.8,0,30.0,2772167.8135574455
2020-06-01 16:20:00,20.0,100537,201616,[기간]제주바다자연산돔39마리,농수축,39900,제주바다,수산,생선류,2020-06-01,6,1,0,16:20:00,0,0,여름,1,,1.0,23.65,0.0,4.1,41.0,4.0,24.8,0,5.0,3659647.1015725923
2020-06-01 16:40:00,20.0,100537,201616,[기간]제주바다자연산돔39마리,농수축,39900,제주바다,수산,생선류,2020-06-01,6,1,0,16:40:00,0,0,여름,2,,1.0,23.65,0.0,4.1,41.0,4.0,24.8,0,5.0,3664731.243341103
2020-06-01 17:00:00,20.0,100537,201616,[기간]제주바다자연산돔39마리,농수축,39900,제주바다,수산,생선류,2020-06-01,6,1,0,17:00:00,0,0,여름,3,,1.0,22.9,0.0,4.5,42.5,2.0,23.8,0,5.0,5030152.031284328
2020-06-01 17:20:00,20.0,100383,201251,한라궁 황칠 제주오메기떡 40개 (60g * 40봉),농수축,29900,기타_농수축브랜드,가공식품,과자/간식,2020-06-01,6,1,0,17:20:00,0,0,여름,1,,1.0,22.9,0.0,4.5,42.5,2.0,23.8,0,1995.0,5065498.63329817
2020-06-01 17:20:00,20.0,100383,201250,한라궁 황칠 제주오메기떡 2종 40개 (호박오메기20봉+팥오메기20봉),농수축,29900,기타_농수축브랜드,가공식품,과자/간식,2020-06-01,6,1,0,17:20:00,0,0,여름,1,,1.0,22.9,0.0,4.5,42.5,2.0,23.8,0,1995.0,5065498.63329817
2020-06-01 17:40:00,20.0,100383,201251,한라궁 황칠 제주오메기떡 40개 (60g * 40봉),농수축,29900,기타_농수축브랜드,가공식품,과자/간식,2020-06-01,6,1,0,17:40:00,0,0,여름,2,,1.0,22.9,0.0,4.5,42.5,2.0,23.8,0,1995.0,4285653.068721829
2020-06-01 17:40:00,20.0,100383,201250,한라궁 황칠 제주오메기떡 2종 40개 (호박오메기20봉+팥오메기20봉),농수축,29900,기타_농수축브랜드,가공식품,과자/간식,2020-06-01,6,1,0,17:40:00,0,0,여름,2,,1.0,22.9,0.0,4.5,42.5,2.0,23.8,0,1995.0,4285653.068721829
2020-06-01 18:00:00,20.0,100383,201251,한라궁 황칠 제주오메기떡 40개 (60g * 40봉),농수축,29900,기타_농수축브랜드,가공식품,과자/간식,2020-06-01,6,1,0,18:00:00,0,0,여름,3,,0.0,22.15,0.0,4.35,46.0,0.5,22.9,0,1995.0,4526069.098712544
2020-06-01 18:00:00,20.0,100383,201250,한라궁 황칠 제주오메기떡 2종 40개 (호박오메기20봉+팥오메기20봉),농수축,29900,기타_농수축브랜드,가공식품,과자/간식,2020-06-01,6,1,0,18:00:00,0,0,여름,3,,0.0,22.15,0.0,4.35,46.0,0.5,22.9,0,1995.0,4526069.098712544
2020-06-01 18:20:00,20.0,100150,200424,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,LG,TV/냉장고/세탁기,세탁/건조/스타일러,2020-06-01,6,1,0,18:20:00,0,0,여름,1,,0.0,22.15,0.0,4.35,46.0,0.5,22.9,0,770.0,5663040.162927301
2020-06-01 18:40:00,20.0,100150,200424,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,LG,TV/냉장고/세탁기,세탁/건조/스타일러,2020-06-01,6,1,0,18:40:00,0,0,여름,2,,0.0,22.15,0.0,4.35,46.0,0.5,22.9,0,770.0,9720778.753741877
2020-06-01 19:00:00,20.0,100150,200424,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,LG,TV/냉장고/세탁기,세탁/건조/스타일러,2020-06-01,6,1,0,19:00:00,0,0,여름,3,,0.0,20.6,0.0,3.35,51.0,0.0,21.2,0,770.0,13933703.163919926
2020-06-01 19:20:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,코몽트,남성의류,티셔츠,2020-06-01,6,1,0,19:20:00,0,0,여름,1,,1.0,20.6,0.0,3.35,51.0,0.0,21.2,0,889.0,10126706.853763236
2020-06-01 19:40:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,코몽트,남성의류,티셔츠,2020-06-01,6,1,0,19:40:00,0,0,여름,2,,1.0,20.6,0.0,3.35,51.0,0.0,21.2,0,889.0,5081000.958473995
2020-06-01 20:00:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,코몽트,남성의류,티셔츠,2020-06-01,6,1,0,20:00:00,0,0,여름,3,,0.0,18.55,0.0,2.2,61.5,0.0,19.1,0,889.0,4491306.210449482
2020-06-01 20:20:00,20.0,100501,201520,파격가 노비타 스마트 비데 무료설치(변기세정제),생활용품,189000,노비타,생활가전,욕실가전,2020-06-01,6,1,0,20:20:00,0,0,여름,1,,0.0,18.55,0.0,2.2,61.5,0.0,19.1,0,35.0,4285621.188420182
2020-06-01 20:40:00,20.0,100501,201520,파격가 노비타 스마트 비데 무료설치(변기세정제),생활용품,189000,노비타,생활가전,욕실가전,2020-06-01,6,1,0,20:40:00,0,0,여름,2,,0.0,18.55,0.0,2.2,61.5,0.0,19.1,0,35.0,6991294.568942789
2020-06-01 21:00:00,20.0,100501,201520,파격가 노비타 스마트 비데 무료설치(변기세정제),생활용품,189000,노비타,생활가전,욕실가전,2020-06-01,6,1,0,21:00:00,0,0,여름,3,,0.0,17.35,0.0,2.65,67.5,5.5,17.5,0,35.0,14226891.142129075
2020-06-01 21:20:00,20.0,100148,200416,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,21:20:00,0,0,여름,1,,0.0,17.35,0.0,2.65,67.5,5.5,17.5,0,14864.0,6802324.644807935
2020-06-01 21:20:00,20.0,100148,200419,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전,1740000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,21:20:00,0,0,여름,1,,0.0,17.35,0.0,2.65,67.5,5.5,17.5,0,14864.0,8497734.35873182
2020-06-01 21:20:00,20.0,100148,200422,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전,2490000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,21:20:00,0,0,여름,1,,0.0,17.35,0.0,2.65,67.5,5.5,17.5,0,14864.0,7773132.850277384
2020-06-01 21:40:00,20.0,100148,200416,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,21:40:00,0,0,여름,2,,0.0,17.35,0.0,2.65,67.5,5.5,17.5,0,14864.0,11384273.76141637
2020-06-01 21:40:00,20.0,100148,200419,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전,1740000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,21:40:00,0,0,여름,2,,0.0,17.35,0.0,2.65,67.5,5.5,17.5,0,14864.0,16109723.211886683
2020-06-01 21:40:00,20.0,100148,200422,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전,2490000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,21:40:00,0,0,여름,2,,0.0,17.35,0.0,2.65,67.5,5.5,17.5,0,14864.0,9188733.682732718
2020-06-01 22:00:00,20.0,100148,200416,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,22:00:00,0,0,여름,3,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,14864.0,12445703.442771869
2020-06-01 22:00:00,20.0,100148,200419,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전,1740000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,22:00:00,0,0,여름,3,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,14864.0,11994423.332431369
2020-06-01 22:00:00,20.0,100148,200422,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전,2490000,LG,TV/냉장고/세탁기,TV,2020-06-01,6,1,0,22:00:00,0,0,여름,3,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,14864.0,8772561.362782298
2020-06-01 22:20:00,20.0,100205,200724,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,22:20:00,0,0,여름,1,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,899.0,7037562.501756951
2020-06-01 22:20:00,20.0,100205,200727,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,22:20:00,0,0,여름,1,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,899.0,5014911.757003191
2020-06-01 22:20:00,20.0,100205,200730,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,22:20:00,0,0,여름,1,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,899.0,5196291.370925988
2020-06-01 22:40:00,20.0,100205,200724,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,22:40:00,0,0,여름,2,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,899.0,13171640.164527772
2020-06-01 22:40:00,20.0,100205,200727,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,22:40:00,0,0,여름,2,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,899.0,8727258.936021673
2020-06-01 22:40:00,20.0,100205,200730,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,22:40:00,0,0,여름,2,,0.0,16.549999999999994,0.0,1.6,74.5,5.0,17.0,0,899.0,8871148.90532194
2020-06-01 23:00:00,20.0,100205,200724,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,23:00:00,0,0,여름,3,,0.0,15.9,0.0,1.25,79.0,6.0,16.6,0,899.0,21293234.08299793
2020-06-01 23:00:00,20.0,100205,200727,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,23:00:00,0,0,여름,3,,0.0,15.9,0.0,1.25,79.0,6.0,16.6,0,899.0,15524951.03489384
2020-06-01 23:00:00,20.0,100205,200730,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,보루네오,침실가구,침대/매트리스,2020-06-01,6,1,0,23:00:00,0,0,여름,3,,0.0,15.9,0.0,1.25,79.0,6.0,16.6,0,899.0,13760477.20404333
2020-06-01 23:20:00,20.0,100320,201016,올바로 문어발 샤워기 1+1,생활용품,54900,올바로,세제/욕실/위생,욕실/목욕용품,2020-06-01,6,1,0,23:20:00,0,0,여름,1,,1.0,15.9,0.0,1.25,79.0,6.0,16.6,0,50.0,3926571.7380428766
2020-06-01 23:20:00,20.0,100320,201017,올바로 문어발 샤워기 1세트,생활용품,28900,올바로,세제/욕실/위생,욕실/목욕용품,2020-06-01,6,1,0,23:20:00,0,0,여름,1,,1.0,15.9,0.0,1.25,79.0,6.0,16.6,0,50.0,3926571.7380428766
2020-06-01 23:40:00,20.0,100320,201016,올바로 문어발 샤워기 1+1,생활용품,54900,올바로,세제/욕실/위생,욕실/목욕용품,2020-06-01,6,1,0,23:40:00,0,0,여름,2,,1.0,15.9,0.0,1.25,79.0,6.0,16.6,0,50.0,4009558.0061107585
2020-06-01 23:40:00,20.0,100320,201017,올바로 문어발 샤워기 1세트,생활용품,28900,올바로,세제/욕실/위생,욕실/목욕용품,2020-06-01,6,1,0,23:40:00,0,0,여름,2,,1.0,15.9,0.0,1.25,79.0,6.0,16.6,0,50.0,4009558.0061107585
2020-06-02 00:00:00,20.0,100320,201016,올바로 문어발 샤워기 1+1,생활용품,54900,올바로,세제/욕실/위생,욕실/목욕용품,2020-06-02,6,2,1,00:00:00,0,0,여름,3,,0.0,15.35,0.0,1.05,84.0,4.0,16.1,0,50.0,7025697.3656563535
2020-06-02 00:00:00,20.0,100320,201017,올바로 문어발 샤워기 1세트,생활용품,28900,올바로,세제/욕실/위생,욕실/목욕용품,2020-06-02,6,2,1,00:00:00,0,0,여름,3,,0.0,15.35,0.0,1.05,84.0,4.0,16.1,0,50.0,7025697.3656563535
2020-06-02 00:20:00,20.0,100555,201643,디비손보 아임오케이 암보험(20.05런칭),무형,0,,,,2020-06-02,6,2,1,00:20:00,0,0,여름,1,,0.0,15.35,0.0,1.05,84.0,4.0,16.1,0,,
2020-06-02 00:40:00,20.0,100555,201643,디비손보 아임오케이 암보험(20.05런칭),무형,0,,,,2020-06-02,6,2,1,00:40:00,0,0,여름,2,,0.0,15.35,0.0,1.05,84.0,4.0,16.1,0,,
2020-06-02 01:00:00,20.0,100555,201643,디비손보 아임오케이 암보험(20.05런칭),무형,0,,,,2020-06-02,6,2,1,01:00:00,0,0,여름,3,,0.0,14.9,0.0,0.5,85.5,6.5,16.4,0,,
2020-06-02 01:20:00,20.0,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,소노비,가방/패션잡화,여성가방/핸드백,2020-06-02,6,2,1,01:20:00,0,0,여름,1,,1.0,14.9,0.0,0.5,85.5,6.5,16.4,0,155.0,3794316.241293863
2020-06-02 01:40:00,15.916666666666664,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,소노비,가방/패션잡화,여성가방/핸드백,2020-06-02,6,2,1,01:40:00,0,0,여름,2,,1.0,14.9,0.0,0.5,85.5,6.5,16.4,0,155.0,9787851.847898565
2020-06-02 02:00:00,20.0,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,소노비,가방/패션잡화,여성가방/핸드백,2020-06-02,6,2,1,02:00:00,0,0,여름,3,,0.0,14.85,0.0,1.0,85.0,7.5,15.6,0,155.0,10251321.775325796
2020-06-02 06:20:00,20.0,100197,200668,오델로 여성 모자 3종,잡화,29900,오델로,가방/패션잡화,패션 ACC,2020-06-02,6,2,1,06:20:00,0,0,여름,1,,0.0,14.75,0.0,1.3,87.5,9.5,15.2,0,108.0,2536995.677178232
2020-06-02 06:40:00,20.0,100197,200668,오델로 여성 모자 3종,잡화,29900,오델로,가방/패션잡화,패션 ACC,2020-06-02,6,2,1,06:40:00,0,0,여름,2,,0.0,14.75,0.0,1.3,87.5,9.5,15.2,0,108.0,4154935.8652888536
2020-06-02 07:00:00,20.0,100197,200668,오델로 여성 모자 3종,잡화,29900,오델로,가방/패션잡화,패션 ACC,2020-06-02,6,2,1,07:00:00,0,0,여름,3,,0.0,15.6,0.0,0.85,84.0,9.5,16.6,0,108.0,4671950.963058417
2020-06-02 07:20:00,30.0,100255,200867,한일 대용량 레드 스텐 분쇄믹서기,주방,119800,한일,주방가전,믹서/분쇄기,2020-06-02,6,2,1,07:20:00,0,0,여름,1,,0.0,15.6,0.0,0.85,84.0,9.5,16.6,0,33.0,6811918.722068869
2020-06-02 07:50:00,30.0,100255,200867,한일 대용량 레드 스텐 분쇄믹서기,주방,119800,한일,주방가전,믹서/분쇄기,2020-06-02,6,2,1,07:50:00,0,0,여름,2,,0.0,15.6,0.0,0.85,84.0,9.5,16.6,0,33.0,9210750.05801542
2020-06-02 08:20:00,20.0,100262,200876,더블모 어성초 샴푸,이미용,59800,더블모,헤어/바디,헤어케어,2020-06-02,6,2,1,08:20:00,0,0,여름,1,,0.0,16.25,0.0,1.55,78.0,10.0,16.7,0,130.0,1256224.8542253268
2020-06-02 08:40:00,20.0,100262,200876,더블모 어성초 샴푸,이미용,59800,더블모,헤어/바디,헤어케어,2020-06-02,6,2,1,08:40:00,0,0,여름,2,,0.0,16.25,0.0,1.55,78.0,10.0,16.7,0,130.0,3808538.093830445
2020-06-02 09:00:00,20.0,100262,200876,더블모 어성초 샴푸,이미용,59800,더블모,헤어/바디,헤어케어,2020-06-02,6,2,1,09:00:00,0,0,여름,3,,0.0,17.35,0.0,2.05,70.0,10.0,17.7,0,130.0,5046488.913416587
2020-06-02 09:20:00,20.0,100353,201130,마르엘라로사티 린넨 베스트 세트[3월],의류,39900,마르엘라로사티,여성의류,니트/가디건,2020-06-02,6,2,1,09:20:00,0,0,여름,1,,1.0,17.35,0.0,2.05,70.0,10.0,17.7,0,269.0,15242227.059432922
2020-06-02 09:40:00,20.0,100353,201130,마르엘라로사티 린넨 베스트 세트[3월],의류,39900,마르엘라로사티,여성의류,니트/가디건,2020-06-02,6,2,1,09:40:00,0,0,여름,2,,1.0,17.35,0.0,2.05,70.0,10.0,17.7,0,269.0,5615285.972791426
2020-06-02 10:00:00,20.0,100353,201130,마르엘라로사티 린넨 베스트 세트[3월],의류,39900,마르엘라로사티,여성의류,니트/가디건,2020-06-02,6,2,1,10:00:00,0,0,여름,3,,1.0,18.0,0.0,1.6,64.5,10.0,18.7,0,269.0,6219702.090145121
2020-06-02 10:20:00,20.0,100728,202125,자연감성 풍기인견 여성란쥬세트,속옷,59900,자연감성,여성속옷,란쥬/쉐이퍼,2020-06-02,6,2,1,10:20:00,0,0,여름,1,,0.0,18.0,0.0,1.6,64.5,10.0,18.7,0,0.0,5333402.762044611
2020-06-02 10:40:00,20.0,100728,202125,자연감성 풍기인견 여성란쥬세트,속옷,59900,자연감성,여성속옷,란쥬/쉐이퍼,2020-06-02,6,2,1,10:40:00,0,0,여름,2,,0.0,18.0,0.0,1.6,64.5,10.0,18.7,0,0.0,5156235.447350767
2020-06-02 11:00:00,20.0,100728,202125,자연감성 풍기인견 여성란쥬세트,속옷,59900,자연감성,여성속옷,란쥬/쉐이퍼,2020-06-02,6,2,1,11:00:00,0,0,여름,3,,0.0,17.95,0.0,2.2,70.0,10.0,18.4,0,0.0,6528262.058716429
2020-06-02 11:20:00,20.0,100785,202296,전철우냉면25인분,농수축,40900,전철우,가공식품,라면/면/스프,2020-06-02,6,2,1,11:20:00,0,0,여름,1,,1.0,17.95,0.0,2.2,70.0,10.0,18.4,0,1512.0,4692689.80455753
2020-06-02 11:40:00,20.0,100785,202296,전철우냉면25인분,농수축,40900,전철우,가공식품,라면/면/스프,2020-06-02,6,2,1,11:40:00,0,0,여름,2,,1.0,17.95,0.0,2.2,70.0,10.0,18.4,0,1512.0,3974244.5092252246
