,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액
23,2020-06-01 13:40:00,20.0,100570,201673,KT휴대폰_삼성갤럭시 노트10,무형,0,
24,2020-06-01 13:40:00,,100570,201671,(특)KT휴대폰_삼성갤럭시 A31,무형,0,
25,2020-06-01 14:00:00,20.0,100570,201673,KT휴대폰_삼성갤럭시 노트10,무형,0,
26,2020-06-01 14:00:00,,100570,201671,(특)KT휴대폰_삼성갤럭시 A31,무형,0,
27,2020-06-01 14:20:00,60.0,100554,201641,DB손해보험 참좋은운전자보험(1912),무형,0,
28,2020-06-01 15:20:00,20.0,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용,39900,743673.12930451
29,2020-06-01 15:40:00,20.0,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용,39900,2128303.5734638814
30,2020-06-01 16:00:00,20.0,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용,39900,2772167.8135574455
31,2020-06-01 16:20:00,20.0,100537,201616,[기간]제주바다자연산돔39마리,농수축,39900,3659647.1015725923
32,2020-06-01 16:40:00,20.0,100537,201616,[기간]제주바다자연산돔39마리,농수축,39900,3664731.243341103
33,2020-06-01 17:00:00,20.0,100537,201616,[기간]제주바다자연산돔39마리,농수축,39900,5030152.031284328
34,2020-06-01 17:20:00,20.0,100383,201251,한라궁 황칠 제주오메기떡 40개 (60g * 40봉),농수축,29900,5065498.63329817
35,2020-06-01 17:20:00,,100383,201250,한라궁 황칠 제주오메기떡 2종 40개 (호박오메기20봉+팥오메기20봉),농수축,29900,5065498.63329817
36,2020-06-01 17:40:00,20.0,100383,201251,한라궁 황칠 제주오메기떡 40개 (60g * 40봉),농수축,29900,4285653.068721829
37,2020-06-01 17:40:00,,100383,201250,한라궁 황칠 제주오메기떡 2종 40개 (호박오메기20봉+팥오메기20봉),농수축,29900,4285653.068721829
38,2020-06-01 18:00:00,20.0,100383,201251,한라궁 황칠 제주오메기떡 40개 (60g * 40봉),농수축,29900,4526069.098712544
39,2020-06-01 18:00:00,,100383,201250,한라궁 황칠 제주오메기떡 2종 40개 (호박오메기20봉+팥오메기20봉),농수축,29900,4526069.098712544
40,2020-06-01 18:20:00,20.0,100150,200424,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,5663040.162927301
41,2020-06-01 18:40:00,20.0,100150,200424,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,9720778.753741877
42,2020-06-01 19:00:00,20.0,100150,200424,LG전자 통돌이 세탁기 TR14WK1(화이트),가전,499900,13933703.163919926
43,2020-06-01 19:20:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,10126706.853763236
44,2020-06-01 19:40:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,5081000.958473995
45,2020-06-01 20:00:00,20.0,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류,39900,4491306.210449482
46,2020-06-01 20:20:00,20.0,100501,201520,파격가 노비타 스마트 비데 무료설치(변기세정제),생활용품,189000,4285621.188420182
47,2020-06-01 20:40:00,20.0,100501,201520,파격가 노비타 스마트 비데 무료설치(변기세정제),생활용품,189000,6991294.568942789
48,2020-06-01 21:00:00,20.0,100501,201520,파격가 노비타 스마트 비데 무료설치(변기세정제),생활용품,189000,14226891.142129075
49,2020-06-01 21:20:00,20.0,100148,200416,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,6802324.644807935
50,2020-06-01 21:20:00,,100148,200419,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전,1740000,8497734.35873182
51,2020-06-01 21:20:00,,100148,200422,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전,2490000,7773132.850277384
52,2020-06-01 21:40:00,20.0,100148,200416,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,11384273.76141637
53,2020-06-01 21:40:00,,100148,200419,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전,1740000,16109723.211886683
54,2020-06-01 21:40:00,,100148,200422,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전,2490000,9188733.682732718
55,2020-06-01 22:00:00,20.0,100148,200416,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전,1340000,12445703.442771869
56,2020-06-01 22:00:00,,100148,200419,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전,1740000,11994423.332431369
57,2020-06-01 22:00:00,,100148,200422,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전,2490000,8772561.362782298
58,2020-06-01 22:20:00,20.0,100205,200724,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,7037562.501756951
59,2020-06-01 22:20:00,,100205,200727,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,5014911.757003191
60,2020-06-01 22:20:00,,100205,200730,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,5196291.370925988
61,2020-06-01 22:40:00,20.0,100205,200724,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,13171640.164527772
62,2020-06-01 22:40:00,,100205,200727,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,8727258.936021673
63,2020-06-01 22:40:00,,100205,200730,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,8871148.90532194
64,2020-06-01 23:00:00,20.0,100205,200724,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구,548000,21293234.08299793
65,2020-06-01 23:00:00,,100205,200727,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구,598000,15524951.03489384
66,2020-06-01 23:00:00,,100205,200730,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구,648000,13760477.20404333
67,2020-06-01 23:20:00,20.0,100320,201016,올바로 문어발 샤워기 1+1,생활용품,54900,3926571.7380428766
68,2020-06-01 23:20:00,,100320,201017,올바로 문어발 샤워기 1세트,생활용품,28900,3926571.7380428766
69,2020-06-01 23:40:00,20.0,100320,201016,올바로 문어발 샤워기 1+1,생활용품,54900,4009558.0061107585
70,2020-06-01 23:40:00,,100320,201017,올바로 문어발 샤워기 1세트,생활용품,28900,4009558.0061107585
71,2020-06-02 00:00:00,20.0,100320,201016,올바로 문어발 샤워기 1+1,생활용품,54900,7025697.3656563535
72,2020-06-02 00:00:00,,100320,201017,올바로 문어발 샤워기 1세트,생활용품,28900,7025697.3656563535
73,2020-06-02 00:20:00,20.0,100555,201643,디비손보 아임오케이 암보험(20.05런칭),무형,0,
74,2020-06-02 00:40:00,20.0,100555,201643,디비손보 아임오케이 암보험(20.05런칭),무형,0,
75,2020-06-02 01:00:00,20.0,100555,201643,디비손보 아임오케이 암보험(20.05런칭),무형,0,
76,2020-06-02 01:20:00,20.0,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,3794316.241293863
77,2020-06-02 01:40:00,15.916666666666666,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,9787851.847898565
78,2020-06-02 02:00:00,20.0,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화,119000,10251321.775325796
79,2020-06-02 06:20:00,20.0,100197,200668,오델로 여성 모자 3종,잡화,29900,2536995.677178232
80,2020-06-02 06:40:00,20.0,100197,200668,오델로 여성 모자 3종,잡화,29900,4154935.8652888536
81,2020-06-02 07:00:00,20.0,100197,200668,오델로 여성 모자 3종,잡화,29900,4671950.963058417
82,2020-06-02 07:20:00,30.0,100255,200867,한일 대용량 레드 스텐 분쇄믹서기,주방,119800,6811918.722068869
83,2020-06-02 07:50:00,30.0,100255,200867,한일 대용량 레드 스텐 분쇄믹서기,주방,119800,9210750.05801542
84,2020-06-02 08:20:00,20.0,100262,200876,더블모 어성초 샴푸,이미용,59800,1256224.8542253268
85,2020-06-02 08:40:00,20.0,100262,200876,더블모 어성초 샴푸,이미용,59800,3808538.093830445
86,2020-06-02 09:00:00,20.0,100262,200876,더블모 어성초 샴푸,이미용,59800,5046488.913416587
87,2020-06-02 09:20:00,20.0,100353,201130,마르엘라로사티 린넨 베스트 세트[3월],의류,39900,15242227.059432922
88,2020-06-02 09:40:00,20.0,100353,201130,마르엘라로사티 린넨 베스트 세트[3월],의류,39900,5615285.972791426
89,2020-06-02 10:00:00,20.0,100353,201130,마르엘라로사티 린넨 베스트 세트[3월],의류,39900,6219702.090145121
90,2020-06-02 10:20:00,20.0,100728,202125,자연감성 풍기인견 여성란쥬세트,속옷,59900,5333402.762044611
91,2020-06-02 10:40:00,20.0,100728,202125,자연감성 풍기인견 여성란쥬세트,속옷,59900,5156235.447350767
92,2020-06-02 11:00:00,20.0,100728,202125,자연감성 풍기인견 여성란쥬세트,속옷,59900,6528262.058716429
93,2020-06-02 11:20:00,20.0,100785,202296,전철우냉면25인분,농수축,40900,4692689.80455753
94,2020-06-02 11:40:00,20.0,100785,202296,전철우냉면25인분,농수축,40900,3974244.5092252246
95,2020-06-02 12:00:00,20.0,100785,202296,전철우냉면25인분,농수축,40900,4192402.741842877
96,2020-06-02 12:20:00,20.0,100479,201454,라라쎄 쉬폰 롤업재킷 1종,의류,39800,15547268.618411142
97,2020-06-02 12:40:00,20.0,100479,201454,라라쎄 쉬폰 롤업재킷 1종,의류,39800,5704296.990031889
98,2020-06-02 13:00:00,20.0,100479,201454,라라쎄 쉬폰 롤업재킷 1종,의류,39800,7371708.152805942
99,2020-06-02 13:20:00,20.0,100837,202460,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방,218000,5304027.279343186
100,2020-06-02 13:20:00,,100837,202459,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방,208000,5706540.467802904
101,2020-06-02 13:40:00,20.0,100837,202460,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방,218000,13768257.129623555
102,2020-06-02 13:40:00,,100837,202459,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방,208000,13492161.981447987
103,2020-06-02 14:00:00,20.0,100837,202460,CRP-QS107FG/FS 쿠쿠전기밥솥 10인용 2020,주방,218000,15730222.195468547
104,2020-06-02 14:00:00,,100837,202459,CRP-P0610FD 쿠쿠전기밥솥 6인용(QS) 2020,주방,208000,15290221.565717798
105,2020-06-02 14:20:00,20.0,100195,200651,레이프릴 데일리 코튼 보정팬티 12종,속옷,39900,5262570.9905599095
106,2020-06-02 14:40:00,20.0,100195,200651,레이프릴 데일리 코튼 보정팬티 12종,속옷,39900,4041446.1770264236
107,2020-06-02 15:00:00,20.0,100195,200651,레이프릴 데일리 코튼 보정팬티 12종,속옷,39900,4114077.6591600226
108,2020-06-02 15:20:00,60.0,100848,202508,TCOM_현대해상 (무)하이콜운전자상해보험,무형,0,
109,2020-06-02 16:20:00,20.0,100167,200588,유귀열의 귀한 갓김치 5kg,농수축,30900,4073071.402366747
110,2020-06-02 16:40:00,20.0,100167,200588,유귀열의 귀한 갓김치 5kg,농수축,30900,3663928.9345795983
111,2020-06-02 17:00:00,20.0,100167,200588,유귀열의 귀한 갓김치 5kg,농수축,30900,4738803.00126366
112,2020-06-02 17:20:00,20.0,100322,201024,피시원 국내산 손질 갑오징어 9팩,농수축,49900,5056251.402362077
113,2020-06-02 17:40:00,20.0,100322,201024,피시원 국내산 손질 갑오징어 9팩,농수축,49900,4754164.980998379
114,2020-06-02 18:00:00,20.0,100322,201024,피시원 국내산 손질 갑오징어 9팩,농수축,49900,6302174.585145072
115,2020-06-02 18:20:00,20.0,100068,200184,캐리어 벽걸이 에어컨 7형 ARC07VBC,가전,749000,2542757.57402182
116,2020-06-02 18:20:00,,100068,200186,캐리어 벽걸이 에어컨 9형 ARC09VBC,가전,849000,2236020.5428868956
117,2020-06-02 18:20:00,,100068,200179,캐리어 벽걸이 에어컨 11형 ARC11VBC,가전,899000,2239553.1392442696
118,2020-06-02 18:20:00,,100068,200181,캐리어 벽걸이 에어컨 13형 ARC13VBC,가전,969000,4105940.785230304
119,2020-06-02 18:40:00,20.0,100068,200184,캐리어 벽걸이 에어컨 7형 ARC07VBC,가전,749000,4006711.3582043494
120,2020-06-02 18:40:00,,100068,200186,캐리어 벽걸이 에어컨 9형 ARC09VBC,가전,849000,3566765.4635865926
121,2020-06-02 18:40:00,,100068,200179,캐리어 벽걸이 에어컨 11형 ARC11VBC,가전,899000,3585830.473528712
122,2020-06-02 18:40:00,,100068,200181,캐리어 벽걸이 에어컨 13형 ARC13VBC,가전,969000,6650551.4167618975
123,2020-06-02 19:00:00,20.0,100068,200184,캐리어 벽걸이 에어컨 7형 ARC07VBC,가전,749000,5363037.216026836
124,2020-06-02 19:00:00,,100068,200186,캐리어 벽걸이 에어컨 9형 ARC09VBC,가전,849000,4751135.611251479
125,2020-06-02 19:00:00,,100068,200179,캐리어 벽걸이 에어컨 11형 ARC11VBC,가전,899000,4758641.732084565
126,2020-06-02 19:00:00,,100068,200181,캐리어 벽걸이 에어컨 13형 ARC13VBC,가전,969000,10925622.564847011
127,2020-06-02 19:20:00,20.0,100388,201277,4인용 우아미천연가죽소파,가구,998000,4199839.412229016
128,2020-06-02 19:20:00,,100388,201279,6인용 우아미천연가죽소파,가구,1298000,5018788.473977175
129,2020-06-02 19:20:00,,100388,201276,3인용 우아미천연가죽소파,가구,798000,2828484.3996318583
130,2020-06-02 19:20:00,,100388,201258,(단품)우아미리프트업테이블,가구,189000,4531072.873734481
131,2020-06-02 19:20:00,,100388,201259,(단품)우아미오토만스툴,가구,219000,5131695.934939235
132,2020-06-02 19:40:00,20.0,100388,201277,4인용 우아미천연가죽소파,가구,998000,8327674.447609721
133,2020-06-02 19:40:00,,100388,201279,6인용 우아미천연가죽소파,가구,1298000,7852391.176838481
134,2020-06-02 19:40:00,,100388,201276,3인용 우아미천연가죽소파,가구,798000,5367705.79911478
135,2020-06-02 19:40:00,,100388,201258,(단품)우아미리프트업테이블,가구,189000,9389340.844956715
136,2020-06-02 19:40:00,,100388,201259,(단품)우아미오토만스툴,가구,219000,14102055.55222955
137,2020-06-02 20:00:00,20.0,100388,201277,4인용 우아미천연가죽소파,가구,998000,11931813.652464071
138,2020-06-02 20:00:00,,100388,201279,6인용 우아미천연가죽소파,가구,1298000,7193544.853305754
139,2020-06-02 20:00:00,,100388,201276,3인용 우아미천연가죽소파,가구,798000,6196233.99873471
140,2020-06-02 20:00:00,,100388,201258,(단품)우아미리프트업테이블,가구,189000,13082131.52265974
141,2020-06-02 20:00:00,,100388,201259,(단품)우아미오토만스툴,가구,219000,13377027.381217092
142,2020-06-02 20:20:00,20.0,100499,201501,하림뼈없는양념닭발세트,농수축,39900,6556092.102484584
143,2020-06-02 20:40:00,20.0,100499,201501,하림뼈없는양념닭발세트,농수축,39900,5770503.067649517
144,2020-06-02 21:00:00,20.0,100499,201501,하림뼈없는양념닭발세트,농수축,39900,8576004.959573057
145,2020-06-02 21:20:00,20.0,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,9276435.842378633
146,2020-06-02 21:20:00,,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,8732873.16847258
147,2020-06-02 21:40:00,20.0,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,14103464.53823631
148,2020-06-02 21:40:00,,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,9952021.213679409
149,2020-06-02 22:00:00,20.0,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,16541533.490139129
150,2020-06-02 22:00:00,,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,15197264.456757538
151,2020-06-02 22:20:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,5936608.357687768
152,2020-06-02 22:20:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,5911000.996022798
153,2020-06-02 22:20:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,5226135.539150392
154,2020-06-02 22:20:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,5992047.810347842
155,2020-06-02 22:20:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,5202732.683575514
156,2020-06-02 22:20:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,5186060.941084453
157,2020-06-02 22:40:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,13701896.028121402
158,2020-06-02 22:40:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,13642793.363358578
159,2020-06-02 22:40:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,9974565.460379776
160,2020-06-02 22:40:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,8555402.39753099
161,2020-06-02 22:40:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,7214891.00509516
162,2020-06-02 22:40:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,8218703.60866264
163,2020-06-02 23:00:00,20.0,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전,2230000,20233611.929843802
164,2020-06-02 23:00:00,,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전,2100000,20078500.622848455
165,2020-06-02 23:00:00,,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전,1590000,16626565.04041358
166,2020-06-02 23:00:00,,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전,1500000,17910895.440884966
167,2020-06-02 23:00:00,,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전,1170000,14065298.665748704
168,2020-06-02 23:00:00,,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전,1100000,19057526.202877566
169,2020-06-02 23:20:00,20.0,100332,201041,실크테라피 오리지널 에센스 패키지,이미용,49900,1296416.8715119695
170,2020-06-02 23:40:00,20.0,100332,201041,실크테라피 오리지널 에센스 패키지,이미용,49900,3858296.361093626
171,2020-06-03 00:00:00,20.0,100332,201041,실크테라피 오리지널 에센스 패키지,이미용,49900,5331936.858218906
172,2020-06-03 00:20:00,10.0,100099,200273,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,99000,9984163.509436008
173,2020-06-03 00:20:00,,100099,200272,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,119000,6398537.1307799425
174,2020-06-03 00:20:00,,100099,200274,라쉬반 FC바로셀로나 드로즈 8종,속옷,119000,6169697.528568565
175,2020-06-03 00:30:00,10.0,100099,200273,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,99000,13508586.437376885
176,2020-06-03 00:30:00,,100099,200272,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,119000,10752843.19558627
177,2020-06-03 00:30:00,,100099,200274,라쉬반 FC바로셀로나 드로즈 8종,속옷,119000,10367308.41744041
178,2020-06-03 00:40:00,10.0,100099,200273,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,99000,17752795.43187005
179,2020-06-03 00:40:00,,100099,200272,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,119000,12679062.766345892
180,2020-06-03 00:40:00,,100099,200274,라쉬반 FC바로셀로나 드로즈 8종,속옷,119000,12172078.031161306
181,2020-06-03 00:50:00,10.0,100099,200273,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,99000,22320612.476889275
182,2020-06-03 00:50:00,,100099,200272,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,119000,20741804.944175765
183,2020-06-03 00:50:00,,100099,200274,라쉬반 FC바로셀로나 드로즈 8종,속옷,119000,19975580.54759366
184,2020-06-03 01:00:00,10.0,100099,200273,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,99000,14723142.700084593
185,2020-06-03 01:00:00,,100099,200272,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,119000,13090400.161814325
186,2020-06-03 01:00:00,,100099,200274,라쉬반 FC바로셀로나 드로즈 8종,속옷,119000,12718974.916925991
187,2020-06-03 01:10:00,10.0,100099,200273,[일시불]라쉬반 FC바로셀로나 드로즈 패키지,속옷,99000,23513978.77136331
188,2020-06-03 01:10:00,,100099,200272,[무이자]라쉬반 FC바로셀로나 드로즈 패키지,속옷,119000,20660435.96625314
189,2020-06-03 01:10:00,,100099,200274,라쉬반 FC바로셀로나 드로즈 8종,속옷,119000,19921528.722092867
190,2020-06-03 01:20:00,20.0,100690,202052,팔로모 매트리스 (아르체),무형,0,
191,2020-06-03 01:40:00,16.166666666666668,100690,202052,팔로모 매트리스 (아르체),무형,0,
192,2020-06-03 02:00:00,20.0,100690,202052,팔로모 매트리스 (아르체),무형,0,
193,2020-06-03 06:20:00,20.0,100461,201418,크리스티나앤코 시스루앙상블,의류,39000,12445374.514877226
194,2020-06-03 06:40:00,20.0,100461,201418,크리스티나앤코 시스루앙상블,의류,39000,3796661.6639877777
195,2020-06-03 07:00:00,20.0,100461,201418,크리스티나앤코 시스루앙상블,의류,39000,4573555.000166344
196,2020-06-03 07:20:00,20.0,100329,201037,LG생활건강 테크 특유취제거 액체세제,생활용품,39800,4307296.48382526
197,2020-06-03 07:40:00,20.0,100329,201037,LG생활건강 테크 특유취제거 액체세제,생활용품,39800,4308008.231810263
198,2020-06-03 08:00:00,20.0,100329,201037,LG생활건강 테크 특유취제거 액체세제,생활용품,39800,5673265.395179797
199,2020-06-03 08:20:00,20.0,100287,200917,실크트리 풍기인견 쿨란쥬 패키지,속옷,59900,6128956.344288968
200,2020-06-03 08:40:00,20.0,100287,200917,실크트리 풍기인견 쿨란쥬 패키지,속옷,59900,4492371.711094583
201,2020-06-03 09:00:00,20.0,100287,200917,실크트리 풍기인견 쿨란쥬 패키지,속옷,59900,5831187.865597649
202,2020-06-03 09:20:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,6006640.1890821615
203,2020-06-03 09:20:00,,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,7346623.458110407
204,2020-06-03 09:40:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,6875197.644520821
205,2020-06-03 09:40:00,,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,7697453.42683129
206,2020-06-03 10:00:00,20.0,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,129000,9882402.398108244
207,2020-06-03 10:00:00,,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방,119000,10659758.157293279
208,2020-06-03 10:20:00,20.0,100275,200900,몬테밀라노 썸머 프린팅 원피스 4종,속옷,79900,12333115.069309773
209,2020-06-03 10:40:00,20.0,100275,200900,몬테밀라노 썸머 프린팅 원피스 4종,속옷,79900,9688378.753775302
210,2020-06-03 11:00:00,20.0,100275,200900,몬테밀라노 썸머 프린팅 원피스 4종,속옷,79900,12497569.970567241
211,2020-06-03 11:20:00,20.0,100804,202368,에버홈 글라스텐 다지기,주방,59800,5155574.34904678
212,2020-06-03 11:40:00,20.0,100804,202368,에버홈 글라스텐 다지기,주방,59800,4709680.188536856
213,2020-06-03 12:00:00,20.0,100804,202368,에버홈 글라스텐 다지기,주방,59800,6763829.275436412
214,2020-06-03 12:20:00,20.0,100137,200368,1+1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,108000,5914026.387400131
215,2020-06-03 12:20:00,,100137,200369,1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,69000,3385449.3070069854
216,2020-06-03 12:40:00,20.0,100137,200368,1+1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,108000,6570218.132937448
217,2020-06-03 12:40:00,,100137,200369,1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,69000,3411246.336155407
218,2020-06-03 13:00:00,20.0,100137,200368,1+1세트 보국 왕팬 윈큘레이터 BKF-0F435,생활용품,108000,7836817.264218374
